name,tree_correct,site_correct,lon,lat,zcoord,description,parent material ,soil name,family,available water storage (0-100cm),total plant available water(cm) ,drainage,runoff,min bedrock depth (cm) if available,notes for soils,ChoiceOrder
SON,2,SON,-120.6554059,37.81609628,0,,tuffaceous loamy residuum weathered from volcanic sandstone,Pentz gravelly loam ,"Loamy, mixed, superactive, thermic, shallow Ultic Haploxerolls",2.4,2.4,well drained ,low,20,questionable soil other PAW options 4.4 from Redding cobbly loam or  PAW 3.15 Goldwall-Toomes-Rock outcrop complex,1
SON,8,SON,-120.6552391,37.8162269,0,,tuffaceous loamy residuum weathered from volcanic sandstone,Pentz gravelly loam ,"Loamy, mixed, superactive, thermic, shallow Ultic Haploxerolls",2.4,2.4,well drained ,low,20,questionable soil other PAW options 4.4 from Redding cobbly loam or  PAW 3.15 Goldwall-Toomes-Rock outcrop complex,1
SON,3,SON,-120.6551107,37.81627135,0,,tuffaceous loamy residuum weathered from volcanic sandstone,Pentz gravelly loam ,"Loamy, mixed, superactive, thermic, shallow Ultic Haploxerolls",2.4,2.4,well drained ,low,20,questionable soil other PAW options 4.4 from Redding cobbly loam or  PAW 3.15 Goldwall-Toomes-Rock outcrop complex,1
SON,4,SON,-120.6549985,37.81629038,0,,tuffaceous loamy residuum weathered from volcanic sandstone,Pentz gravelly loam ,"Loamy, mixed, superactive, thermic, shallow Ultic Haploxerolls",2.4,2.4,well drained ,low,20,questionable soil other PAW options 4.4 from Redding cobbly loam or  PAW 3.15 Goldwall-Toomes-Rock outcrop complex,1
SON,5,SON,-120.6547291,37.81637423,0,,tuffaceous loamy residuum weathered from volcanic sandstone,Pentz gravelly loam ,"Loamy, mixed, superactive, thermic, shallow Ultic Haploxerolls",2.4,2.4,well drained ,low,20,questionable soil other PAW options 4.4 from Redding cobbly loam or  PAW 3.15 Goldwall-Toomes-Rock outcrop complex,1
SON,6,SON,-120.6547352,37.81619443,0,,tuffaceous loamy residuum weathered from volcanic sandstone,Pentz gravelly loam ,"Loamy, mixed, superactive, thermic, shallow Ultic Haploxerolls",2.4,2.4,well drained ,low,20,questionable soil other PAW options 4.4 from Redding cobbly loam or  PAW 3.15 Goldwall-Toomes-Rock outcrop complex,1
SON,7,SON,-120.6545561,37.81646395,0,,tuffaceous loamy residuum weathered from volcanic sandstone,Pentz gravelly loam ,"Loamy, mixed, superactive, thermic, shallow Ultic Haploxerolls",2.4,2.4,well drained ,low,20,questionable soil other PAW options 4.4 from Redding cobbly loam or  PAW 3.15 Goldwall-Toomes-Rock outcrop complex,1
SON,9,SON,-120.6555114,37.81603799,0,added in fall 2018 because tree 8 (labeled 7 in 2019 follow up) was half dead),tuffaceous loamy residuum weathered from volcanic sandstone,Pentz gravelly loam ,"Loamy, mixed, superactive, thermic, shallow Ultic Haploxerolls",2.4,2.4,well drained ,low,20,questionable soil other PAW options 4.4 from Redding cobbly loam or  PAW 3.15 Goldwall-Toomes-Rock outcrop complex,1
SRD,401,SRD,-120.367383,37.98265064,626,,colluvium over residuum derived from diorite,Sierra-Flanly complex,"Fine-loamy, mixed, active, thermic Ultic Haploxeralfs",13.73,23.75,well drained ,na,84,might be Urban land,1
SRD,401,SRD,-120.367383,37.98265064,626,"50% Ubran land, 15% Sierra, 18% Flanly",na,Urban land,na,14.07,na,na,na,84,might be Sierra-Flanly,2
SRD,402,SRD,-120.367219,37.982284,642,"46% Sierra, 40% Flanly, 10% Hurleton, 4% rock outcrop ",colluvium over residuum derived from diorite,Sierra-Flanly complex,"Fine-loamy, mixed, active, thermic Ultic Haploxeralfs",13.73,23.75,well drained ,na,84,,1
SRD,403,SRD,-120.367246,37.981906,650,"46% Sierra, 40% Flanly, 10% Hurleton, 4% rock outcrop ",colluvium over residuum derived from diorite,Sierra-Flanly complex,"Fine-loamy, mixed, active, thermic Ultic Haploxeralfs",13.73,23.75,well drained ,na,84,,1
SRD,404,SRD,-120.367256,37.981421,651,"46% Sierra, 40% Flanly, 10% Hurleton, 4% rock outcrop ",colluvium over residuum derived from diorite,Sierra-Flanly complex,"Fine-loamy, mixed, active, thermic Ultic Haploxeralfs",13.73,23.75,well drained ,na,84,,1
SRD,405,SRD,-120.367526,37.981234,655,"46% Sierra, 40% Flanly, 10% Hurleton, 4% rock outcrop ",colluvium over residuum derived from diorite,Sierra-Flanly complex,"Fine-loamy, mixed, active, thermic Ultic Haploxeralfs",13.73,23.75,well drained ,na,84,,1
SRD,406,SRD,-120.368021,37.98133,657,,colluvium over residuum derived from diorite,Sierra-Flanly complex,"Fine-loamy, mixed, active, thermic Ultic Haploxeralfs",13.73,23.75,well drained ,na,84,might be Urban land,1
SRD,406,SRD,-120.368021,37.98133,657,"85% Urban land, 8% typic Xerorthents, 7% ultic Haploxeralfs",na,Urban land,na,9.36,na,na,na,na,might be Sierra-Flanly,1
SRD,407,SRD,-120.368171,37.981655,645,"46% Sierra, 40% Flanly, 10% Hurleton, 4% rock outcrop ",colluvium over residuum derived from diorite,Sierra-Flanly complex,"Fine-loamy, mixed, active, thermic Ultic Haploxeralfs",13.73,23.75,well drained ,na,84,,1
SRD,408,SRD,-120.368041,37.981878,647,"46% Sierra, 40% Flanly, 10% Hurleton, 4% rock outcrop ",colluvium over residuum derived from diorite,Sierra-Flanly complex,"Fine-loamy, mixed, active, thermic Ultic Haploxeralfs",13.73,23.75,well drained ,na,84,,1
SRD,409,SRD,-120.367709,37.982226,638,"46% Sierra, 40% Flanly, 10% Hurleton, 4% rock outcrop ",colluvium over residuum derived from diorite,Sierra-Flanly complex,"Fine-loamy, mixed, active, thermic Ultic Haploxeralfs",13.73,23.75,well drained ,na,84,,1
SRD,410,SRD,-120.367248,37.981828,625,"46% Sierra, 40% Flanly, 10% Hurleton, 4% rock outcrop ",colluvium over residuum derived from diorite,Sierra-Flanly complex,"Fine-loamy, mixed, active, thermic Ultic Haploxeralfs",13.73,23.75,well drained ,na,84,,1
SRD,New1,SRD,-120.3676602,37.9821151,0,"46% Sierra, 40% Flanly, 10% Hurleton, 4% rock outcrop ",colluvium over residuum derived from diorite,Sierra-Flanly complex,"Fine-loamy, mixed, active, thermic Ultic Haploxeralfs",13.73,23.75,well drained ,na,84,,1
SUG,1,SUG,-120.241603,38.117349,879,"40%, Holland family, 30% Lithic Xerumbrepts, 15% rock outcrop, 10%? Holland family, 5% McCarthy Family ", residuum weathered from tuff breccia,"Holland family modertely deep, dark surface-Lithic xeru mbrepts-Rock outcrop association","ULTIC HAPLOXERALFS, FINE-LOAMY, MIXED, MESIC",10.52,15.59,well drained ,high ,na,,1
SUG,2,SUG,-120.241516,38.117219,877,"40%, Holland family, 30% Lithic Xerumbrepts, 15% rock outcrop, 10%? Holland family, 5% McCarthy Family ", residuum weathered from tuff breccia,"Holland family modertely deep, dark surface-Lithic xeru mbrepts-Rock outcrop association","ULTIC HAPLOXERALFS, FINE-LOAMY, MIXED, MESIC",10.52,15.59,well drained ,high ,na,,1
SUG,3,SUG,-120.241561,38.117065,880,"40%, Holland family, 30% Lithic Xerumbrepts, 15% rock outcrop, 10%? Holland family, 5% McCarthy Family ", residuum weathered from tuff breccia,"Holland family modertely deep, dark surface-Lithic xeru mbrepts-Rock outcrop association","ULTIC HAPLOXERALFS, FINE-LOAMY, MIXED, MESIC",10.52,15.59,well drained ,high ,na,,1
SUG,4,SUG,-120.241403,38.117094,881,"40%, Holland family, 30% Lithic Xerumbrepts, 15% rock outcrop, 10%? Holland family, 5% McCarthy Family ", residuum weathered from tuff breccia,"Holland family modertely deep, dark surface-Lithic xeru mbrepts-Rock outcrop association","ULTIC HAPLOXERALFS, FINE-LOAMY, MIXED, MESIC",10.52,15.59,well drained ,high ,na,,1
SUG,5,SUG,-120.241349,38.116966,881,"40%, Holland family, 30% Lithic Xerumbrepts, 15% rock outcrop, 10%? Holland family, 5% McCarthy Family ", residuum weathered from tuff breccia,"Holland family modertely deep, dark surface-Lithic xeru mbrepts-Rock outcrop association","ULTIC HAPLOXERALFS, FINE-LOAMY, MIXED, MESIC",10.52,15.59,well drained ,high ,na,,1
SUG,6,SUG,-120.241166,38.117052,888,"40%, Holland family, 30% Lithic Xerumbrepts, 15% rock outcrop, 10%? Holland family, 5% McCarthy Family ", residuum weathered from tuff breccia,"Holland family modertely deep, dark surface-Lithic xeru mbrepts-Rock outcrop association","ULTIC HAPLOXERALFS, FINE-LOAMY, MIXED, MESIC",10.52,15.59,well drained ,high ,na,,1
SUG,7,SUG,-120.241139,38.117258,886,"40%, Holland family, 30% Lithic Xerumbrepts, 15% rock outcrop, 10%? Holland family, 5% McCarthy Family ", residuum weathered from tuff breccia,"Holland family modertely deep, dark surface-Lithic xeru mbrepts-Rock outcrop association","ULTIC HAPLOXERALFS, FINE-LOAMY, MIXED, MESIC",10.52,15.59,well drained ,high ,na,,1
SMT,Q511,SMT,-122.3712311,40.66509725,0,aka 1,residuum weathered from metavolcanics,Boomer gravelly loam ,"Fine-loamy, mixed, mesic Ultic Haploxeralfs",15.18,17.56,well drained ,very high ,114,,1
SMT,Q510,SMT,-122.3697546,40.664916,0,aka 2,residuum weathered from metavolcanics,Boomer gravelly loam ,"Fine-loamy, mixed, mesic Ultic Haploxeralfs",15.18,17.56,well drained ,very high ,114,,1
SMT,Q509,SMT,-122.3695458,40.66439251,0,aka 3,residuum weathered from metavolcanics,Boomer gravelly loam ,"Fine-loamy, mixed, mesic Ultic Haploxeralfs",15.18,17.56,well drained ,very high ,114,,1
SMT,Q508,SMT,-122.3690399,40.66516108,0,aka 4,residuum weathered from metavolcanics,Boomer gravelly loam ,"Fine-loamy, mixed, mesic Ultic Haploxeralfs",15.18,17.56,well drained ,very high ,114,,1
SMT,Q507,SMT,-122.3690652,40.6654915,0,aka 5,residuum weathered from metavolcanics,Boomer gravelly loam ,"Fine-loamy, mixed, mesic Ultic Haploxeralfs",15.18,17.56,well drained ,very high ,114,,1
SMT,Q506,SMT,-122.3695063,40.66556156,0,aka 6,residuum weathered from metavolcanics,Boomer gravelly loam ,"Fine-loamy, mixed, mesic Ultic Haploxeralfs",15.18,17.56,well drained ,very high ,114,,1
SMT,QXXX,SMT,-122.3714862,40.66562007,0,aka 7,residuum weathered from metavolcanics,Boomer gravelly loam ,"Fine-loamy, mixed, mesic Ultic Haploxeralfs",15.18,17.56,well drained ,very high ,114,,1
SMT,8,SMT,-122.3711133,40.66570141,0,,residuum weathered from metavolcanics,Boomer gravelly loam ,"Fine-loamy, mixed, mesic Ultic Haploxeralfs",15.18,17.56,well drained ,very high ,114,,1
SMT,9,SMT,-122.3711028,40.66562897,0,,residuum weathered from metavolcanics,Boomer gravelly loam ,"Fine-loamy, mixed, mesic Ultic Haploxeralfs",15.18,17.56,well drained ,very high ,114,,1
SMT,10,SMT,-122.3698199,40.665445,0,,residuum weathered from metavolcanics,Boomer gravelly loam ,"Fine-loamy, mixed, mesic Ultic Haploxeralfs",15.18,17.56,well drained ,very high ,114,,1
SMT,11,SMT,-122.3694241,40.66572544,0,,residuum weathered from metavolcanics,Boomer gravelly loam ,"Fine-loamy, mixed, mesic Ultic Haploxeralfs",15.18,17.56,well drained ,very high ,114,,1
